episode,rolling_mean_reward
0,-31.110780393876098
1,-26.67460418768788
2,16.056556927807947
3,-2.036320422199618
4,5.8170223654999065
5,-20.206075404337565
6,-5.360370848118618
7,-33.52434627433978
8,2.5663825532115734
9,12.583446771727177
10,-18.74858025461494
11,-22.90663864978482
12,-14.572271628705163
13,-20.405654100674933
14,-28.49590609717596
15,-21.679131803825992
16,-11.83362162555187
17,-1.2973269185337322
18,-27.22007408643299
19,-30.26787518986181
20,-42.82996618396046
21,-35.107567958302994
22,50.79779025877081
23,-27.143646348324214
24,-18.341568609398887
25,-41.48161554113662
26,10.438658763416173
27,-22.321095794804794
28,-8.33803585171583
29,-34.835850121790635
30,-31.365320850862812
31,-40.023341196719215
32,-45.22111252113771
33,-11.933455825435535
34,-4.306654728866256
35,-42.26005782788146
36,-57.52964334134181
37,-10.536327780460294
38,-51.87475354656476
39,4.409968451029566
40,-15.786505890179585
41,-17.908166011471398
42,-59.268576035428254
43,-18.724498167918707
44,-26.358630317677697
45,49.694144124065815
46,-24.314914684969416
47,-11.08452298613385
48,-33.70214863516346
49,-28.5655906096258
50,-32.16962137545228
51,-38.2225385895162
52,-11.174081178380709
53,-10.098210288968541
54,-36.590978538737794
55,-22.071673642203372
56,-36.31311299048309
57,-36.41696953847377
58,-33.408425743884834
59,-61.207503640215755
60,-44.39060926467872
61,-29.376670100392975
62,-25.94979908116869
63,-37.0981059731063
64,-2.4689761620348656
65,-7.352711279675678
66,-48.07218775904966
67,-26.83631591198988
68,-24.861219985714914
69,-45.128144125423105
70,-59.552298153926195
71,-23.1482645832393
72,-15.176055799471218
73,-10.531525126351006
74,-32.261200494342845
75,-39.62560147474309
76,-36.449317339419494
77,-9.810767770473117
78,-43.260814815365414
79,-37.19916632121976
80,-34.117067059603336
81,-11.649027882061436
82,3.430258521791947
83,14.732960769900775
84,-23.03076497538923
85,-25.612070202229326
86,-20.69187307091526
87,-20.322323623341763
88,-3.0176112841714073
89,-6.6819704264063615
90,-8.307843895550725
91,-34.676339622065676
92,-26.88297661190955
93,-39.34756215085604
94,0.4587509216041981
95,-30.677130078226945
96,-9.585392168269117
97,-21.559863753494824
98,-43.57245015486736
99,23.16053176165733
100,-16.773028215323194
101,-42.027534769750496
102,-29.890567128705896
103,-33.8847769416515
104,9.391985030164228
105,-67.16639056782023
106,-33.03415731537457
107,-17.069921378153136
108,-12.759489295556904
109,-23.928013582082066
110,-19.834786460504883
111,14.23184840183625
112,9.912149036896283
113,-8.086433480951898
114,32.365807857789335
115,11.049392076765354
116,-56.7661211405546
117,-49.644679329119015
118,-15.624051342491413
119,-2.2034601915651124
120,1.7773386821102224
121,2.351302686537652
122,6.024534447170429
123,-66.36347310963826
124,-28.042122865507494
125,-25.497910107606465
126,-7.628166117674245
127,-31.683940461848703
128,10.362301876592362
129,-37.07286169934779
130,-1.0290817548710192
131,-4.357865022529194
132,-30.34392198181575
133,-62.47343204100194
134,-24.681709596470775
135,-9.955407263596893
136,-33.534685026316865
137,-7.033951860271511
138,-15.400308941038494
139,-0.9331764230607515
140,7.646251452389461
141,-7.295635050063658
142,-5.051910162925496
143,0.9247563779009206
144,-9.482606289136772
145,12.08012910812846
146,-1.603195619719541
147,1.2982985607675481
148,14.27742254175624
149,-1.880243742558791
150,-79.52730322068511
151,-21.60639090928985
152,24.863950608945537
153,-3.6748602458538056
154,-2.065248666789639
155,-3.1308221993887204
156,-52.08011205862443
157,6.1780978427212005
158,10.85606765684128
159,-11.931576289855109
160,-45.6637534080749
161,9.884409523378979
162,-13.022352475704476
163,-4.442639118628723
164,-7.59809309164496
165,-1.1678779009014617
166,-4.061759258073777
167,-57.45299277791763
168,-16.728585229885226
169,-92.47398246669576
170,-5.1403011757393315
171,2.3366489582433667
172,-14.05763034737913
173,-25.97201045834235
174,-23.40390120089042
175,-17.64690807691849
176,-35.479834717371574
177,-24.377331625846985
178,-22.944973410811706
179,17.815652031870883
180,7.842104915360263
181,-39.96512251923072
182,-25.684259041586635
183,-28.724213104348955
184,-26.470154614366763
185,-21.511989199826264
186,-25.745508281633587
187,-68.44639134400359
188,3.4360787896965626
189,5.208443709038648
190,2.852198804857029
191,-16.826487004072323
192,11.325883445030447
193,-0.6735040905200032
194,-4.461909210998994
195,-43.70978439206814
196,-2.703871735066529
197,1.8820087735239617
198,-13.312211433906949
199,-38.71845026508302
200,-13.288333607491413
201,-4.459197317195867
202,-1.7539782203518313
203,-1.123537461768447
204,-13.72899243510651
205,-21.976968480026017
206,-17.64881253840864
207,-24.48743353877629
208,-21.953254076265516
209,-30.248319671433123
210,6.691428448594094
211,48.77621826611161
212,8.080517205803943
213,-3.8766745872056734
214,-18.37305675798797
215,4.406645290678498
216,7.953735538381751
217,-27.260241356841643
218,-3.6513197572515383
219,-3.0626131069451885
220,0.04492753284941698
221,-51.87945361812902
222,6.2833926341274156
223,-35.05655742131482
224,-34.11116289906427
225,-12.540166958225106
226,14.675991756998371
227,-5.791329432903792
228,-17.394744517727858
229,-7.7609101308009905
230,-4.235796737830337
231,4.635569457913956
232,-7.910945937826723
233,-31.672700679757128
234,16.90594673153909
235,-25.396592978301776
236,9.76550164516237
237,-3.736310580876108
238,8.633416272909038
239,-14.307006325303114
240,-13.611196834384785
241,-18.6630938357754
242,-9.784686679789981
243,1.6380965333233866
244,-7.2926557386122335
245,-7.97167275365325
246,8.341601071757603
247,0.7398660911257028
248,-14.988811346838355
249,-0.7715539356488601
250,23.225180228052
251,-40.95860236576275
252,72.37567262847934
253,-52.8983980614219
254,-29.77669587315939
255,12.176365698819817
256,-7.500813365884793
257,-31.765415693817573
258,-39.92340061653194
259,-29.749330296723407
260,1.3727409590741542
261,11.00998546809093
262,-68.53018076719546
263,-29.790033271081036
264,-36.035070945138614
265,0.9386466857532866
266,4.189453735461126
267,-6.360906489213403
268,6.796539997912986
269,3.2951615423107246
270,-12.845343535449707
271,7.833290553740624
272,-5.289214033295015
273,-35.11117212563808
274,-69.35822099831869
275,-8.212030310753441
276,9.240163037810841
277,-30.14775207892736
278,-33.36564014790299
279,-37.66260595511504
280,39.05619147824078
281,-49.30630055913776
282,-2.1989485727306635
283,23.630148307202983
284,-23.795620869935927
285,-26.871990996701168
286,-20.844925646054474
287,-4.484491076862194
288,-4.864034812600149
289,-58.80078631269675
290,21.945998167239914
291,-12.299954924632988
292,-13.432666127978793
293,4.067881937760957
294,-11.244722490901498
295,-23.161042959296168
296,92.70073440579999
297,-5.002343319591872
298,-14.567899990755986
299,10.799964188044612
300,9.954151787722706
301,-15.284464605137096
302,-8.25178737906637
303,-16.055436616975204
304,-8.394892191112243
305,-25.249230905315727
306,7.257369548851724
307,-2.2093498806389285
308,10.581010260069023
309,-1.236962284062282
310,-27.585375277778112
311,13.122167087112096
312,11.13990623309892
313,3.7519899432918837
314,-12.9274540430664
315,13.52805271593834
316,11.771588692322199
317,-19.418003216444667
318,-38.52731017531878
319,-3.0119170556275146
320,20.651048087351906
321,19.955102476252577
322,-70.25775338986712
323,-41.49865304467957
324,-11.949934620123502
325,-12.470591350958841
326,6.097842621486586
327,10.568871168854836
328,6.058642493369754
329,-38.393042621323765
330,13.642965243169249
331,3.7197254951624834
332,-7.619441891864215
333,8.964858971809905
334,14.976296525556881
335,-39.1087945608492
336,-1.9248748610842128
337,-20.159148448702613
338,-3.0459577363043726
339,5.663598861334446
340,-39.73743513916777
341,7.658924015124762
342,-3.330015892805861
343,-0.5377525245961519
344,-107.87763297947552
345,21.92305708378919
346,16.51329319265239
347,7.43692657191425
348,-5.974735175569056
349,-46.26460097343874
350,20.18176046132475
351,-9.732798118220895
352,-2.7070677471239835
353,16.11854856545147
354,-13.878081475949559
355,-54.03753738408256
356,-15.40287076597702
357,-1.581594991762529
358,11.147428251878141
359,10.536064437796584
360,-6.807927185274872
361,14.21226159576564
362,2.4189195808603814
363,70.3646810149524
364,28.645217993630368
365,-46.375675812946376
366,3.927883650650142
367,-7.429483670791784
368,-39.42118773629014
369,-23.302879507570992
370,-20.54411233374299
371,-26.780151713885296
372,8.749188758228263
373,21.526597111775196
374,21.621313900458773
375,9.60393207901756
376,3.397289017643957
377,-16.713642301315325
378,-51.04772868824736
379,8.874330343246909
380,-0.14878259399036617
381,49.97234371690421
382,11.36208232105291
383,20.96153789588699
384,3.5149344408480423
385,-36.66060616890297
386,-16.609541455996524
387,29.635131938816116
388,19.567331762078588
389,-7.923892969028239
390,47.767387665486936
391,-1.0872649368694598
392,-39.95976453059104
393,11.310487013530066
394,11.62720478099265
395,-63.4134898999615
396,77.80654981908208
397,-8.894535104459433
398,-11.345437780544954
399,16.590340013870332
400,17.0903787270572
401,0.7869164732841867
402,10.337572883894675
403,8.275630865276817
404,1.6350778227794847
405,-34.99464618379864
406,53.97466058239256
407,7.535263070381502
408,8.04984717397209
409,22.49580815805552
410,-37.201829191236655
411,-1.9543390186085152
412,-5.308668806051955
413,13.21795431987059
414,-11.92373483215231
415,25.02176491687216
416,17.411970252214775
417,-34.17052240772047
418,-35.370170019577266
419,-6.388230563233808
420,8.82078564974743
421,7.186641454424189
422,-24.644430790722716
423,9.361758464981113
424,-34.44349789315811
425,23.98796709814545
426,15.7671089744746
427,27.344959306937437
428,-26.071985263000297
429,39.119970177672876
430,15.988761130106038
431,1.6105956382412092
432,13.310139764569989
433,9.467808044040364
434,10.681017856338322
435,-9.93460056307404
436,1.100025097064207
437,-5.771476211180429
438,4.493981679970579
439,14.870188742058474
440,-2.4682670725514346
441,21.36021267068601
442,27.017102333949506
443,15.68435021961631
444,2.2554662994021357
445,21.119332702977665
446,72.77667795508532
447,23.951437193575323
448,124.56467929421348
449,-5.396353200950351
450,37.53712579330642
451,-11.131547001401431
452,10.024893346956029
453,-7.310132814347009
454,29.44080665436781
455,-8.190216042817962
456,25.211484498119756
457,-13.74132160266866
458,68.54032508129117
459,18.645541468703343
460,71.25456655639705
461,24.3189481437156
462,-0.7274059922455071
463,1.1496780350276192
464,25.59482102083174
465,23.719337514804835
466,-7.33809290149379
467,-27.149647436481587
468,18.488390651174875
469,-48.188410965352254
470,17.980729915558918
471,-43.24669441217742
472,6.111436165326283
473,-11.488179307076859
474,-19.901912905404462
475,31.706185335478533
476,-45.37526852007322
477,48.14569440820109
478,10.772630221956842
479,-12.885841831199938
480,48.26081122440494
481,21.10562801286101
482,12.217253424852359
483,-35.71278274335028
484,29.74394848928921
485,38.907967843004556
486,-10.365242241082164
487,24.351444294425068
488,32.89438905147633
489,-7.098718538488422
490,78.95063365752458
491,-7.908653542116233
492,25.34233533905572
493,21.986616567447584
494,-0.8757718974127814
495,12.846247212838943
496,-54.29862673637238
497,-89.21246557349544
498,12.89307060928865
499,24.105490688598678
500,0.7591394403573848
501,-17.640508618106285
502,27.386147046680126
503,11.219056653858965
504,27.3035401116641
505,12.28431872690297
506,29.30076256482193
507,97.52305872654271
508,64.98899693255711
509,-53.51664400585637
510,14.22463130005868
511,-17.50765638435426
512,-27.548849226106014
513,7.535875738483734
514,14.925228039483892
515,22.505749498949683
516,15.536316613666758
517,0.19977774689380287
518,38.94105467250516
519,2.1577983600702555
520,6.917289992866926
521,17.57525160214119
522,15.67266342702815
523,28.916635122151753
524,29.954925531117937
525,0.2905417756418434
526,-19.304985016878597
527,1.7405456367606833
528,-28.754951302810202
529,49.88320718367442
530,-1.3984855210822844
531,30.372976695540665
532,6.681668254463489
533,14.46473085477545
534,24.032352761716687
535,11.051439251582464
536,30.43162288177435
537,19.997662319865587
538,41.03848482266319
539,16.017736834896358
540,10.948751017476381
541,26.957732173527045
542,13.489156552909458
543,0.44343945491350817
544,-5.249515713229417
545,8.576493715803979
546,31.116903665900157
547,-6.305173083953384
548,16.54927809908418
549,-28.274841380362414
550,-30.54337688303806
551,-30.76798885100257
552,72.55240066080894
553,32.34585009882369
554,18.405505584550955
555,9.88931311432293
556,13.04162270519267
557,27.9483598552616
558,13.475555514910587
559,14.505674981049916
560,-19.677250639618567
561,-3.0450005711911965
562,31.523077030219678
563,39.31771630834381
564,66.20298703130564
565,-5.799732276741968
566,5.804021765172216
567,14.7601448514802
568,32.085855704655366
569,25.199391538171422
570,-16.07432211314285
571,87.86310007935407
572,3.5771005163692458
573,10.626973885507763
574,35.759981985707725
575,-3.101432947142679
576,16.186660562180336
577,16.587313261649633
578,26.48188902401509
579,50.135370387277874
580,29.96881398999581
581,26.92778545226458
582,49.778085558525646
583,16.032982542163403
584,-8.853176171230437
585,4.243192408724475
586,19.18609078088271
587,8.13602876219477
588,3.6274229586323754
589,24.018165474160643
590,20.844083480696316
591,104.99596607365186
592,11.329684309923657
593,12.37331979164466
594,32.58800801905461
595,29.07039480293142
596,21.778870337662575
597,26.6604355720253
598,-9.238347116008738
599,27.347770249833303
600,24.263018026511105
601,14.891672536230345
602,65.28858075924059
603,9.737521828244112
604,13.106220295968921
605,12.960886703066782
606,23.89241584359273
607,26.743426110633276
608,-18.660534300613218
609,8.695250037403163
610,-15.881848410969662
611,10.597837998270219
612,24.444704444907742
613,6.619681132159697
614,-28.340617187982282
615,10.109119073433284
616,2.8274450655247
617,11.353934584712492
618,11.907426642765616
619,21.018771709491375
620,5.2887585136419295
621,2.4497941966785177
622,9.77119507718854
623,19.823812415935542
624,-0.16381353024759643
625,40.95210823946345
626,-42.07380313565685
627,18.919020489063982
628,-10.25775305336837
629,6.602939113806174
630,51.806224944073634
631,26.59297130685343
632,39.54209015405865
633,-40.76573143607519
634,50.66963849052688
635,24.663041372791305
636,28.784053030614647
637,23.632049737882717
638,7.791964834652216
639,-25.218126377033602
640,9.84444244170461
641,82.49189034862648
642,25.017583051561804
643,29.66100144376611
644,36.05146650994627
645,23.966245974406938
646,-4.986651318568411
647,8.593496250695875
648,-8.186524438695006
649,74.800219008833
650,34.92364314404709
651,45.256529663165914
652,37.103307127851956
653,46.072979463885986
654,45.1449911688544
655,14.650762599149472
656,-8.554677892261449
657,35.62452844994644
658,11.0234400347174
659,35.95232404300064
660,4.828427617231365
661,15.334218203415231
662,50.221824020728675
663,65.6678432034968
664,5.013001752057953
665,59.18963751753833
666,23.479635048492945
667,41.71797435651021
668,-49.233667382509985
669,27.1839975270728
670,19.951502653392996
671,80.42802149170073
672,3.7439755205975747
673,33.52580602726782
674,29.492566104118836
675,32.80804516305682
676,27.492069415482298
677,76.36777688646094
678,-0.6826451437979234
679,7.265121570359129
680,2.6799219172890267
681,-5.489135750263254
682,27.498298116612165
683,23.292777754740282
684,17.200084401180785
685,20.090237977520665
686,23.142078456680817
687,-3.511100104754343
688,82.16595281818395
689,15.542326545541341
690,25.373818764464932
691,34.26461312007465
692,41.79880374502002
693,39.355847746017155
694,23.103512549578216
695,41.34789037819964
696,23.162330417582552
697,29.398508698875148
698,29.506219462291035
699,43.79285396203605
700,23.173013539275928
701,-8.374159465214218
702,43.6663778319978
703,53.3876812274645
704,-9.66151911276136
705,12.13792398088809
706,1.309959417007217
707,30.66318952966056
708,6.458748996212309
709,39.41839088429823
710,62.66401450231451
711,21.975295682551987
712,29.912742338581243
713,26.439989939537586
714,25.474519378430646
715,39.56460685741471
716,110.51377787370512
717,25.551850491434365
718,-5.020378155576589
719,-15.691987580042186
720,26.74108457505419
721,13.114323261904303
722,30.252161651818867
723,15.598857148110971
724,29.083692421756066
725,31.75438135133349
726,14.579125276019854
727,0.3235807336320535
728,60.63579294999971
729,28.948169831086098
730,18.139747822945097
731,15.771070009826516
732,50.44730213797616
733,2.7484123959033444
734,109.13287248615609
735,10.93952054092813
736,26.47148760830045
737,61.905929908199624
738,18.871643266158053
739,44.70654211209498
740,57.80584919932923
741,28.389297075474662
742,47.237023321996695
743,-17.71604209782369
744,32.070597699076544
745,48.61535169066501
746,62.969275278581534
747,26.93909917006993
748,33.82693698056931
749,43.71319288216385
750,31.651052822989698
751,32.83058514703615
752,44.4058319610166
753,-4.960390019841936
754,35.364783279939864
755,18.42777069586481
756,-0.8440330467041122
757,26.465079358706102
758,12.203131720968576
759,3.8794638690041023
760,20.945782948734493
761,33.60488720422712
762,105.43134065892895
763,23.973206358442642
764,79.84384485185691
765,43.17643569257282
766,15.267788379908444
767,43.56247637018221
768,38.9910684633321
769,28.367379117411076
770,27.55188967005372
771,56.09538788324336
772,4.687263373754687
773,68.32317582182061
774,2.146911563963511
775,28.554261629274514
776,10.90824841104643
777,31.51385044194229
778,47.41327372379113
779,63.64755523492752
780,15.243800000499153
781,19.589238291308813
782,-14.51452603897092
783,18.462300293341123
784,0.3973034558369477
785,11.72558231391391
786,66.08305088966071
787,45.20127565044557
788,-8.336695626850133
789,19.169072483046087
790,52.06963741269759
791,84.57916179843247
792,35.34444402855642
793,18.730245302999933
794,51.87159954075379
795,9.635078894342376
796,31.693956609014467
797,17.56041247536819
798,15.208454424763886
799,-43.74418772417339
800,42.62362016166974
801,70.82939605207133
802,50.81065477572018
803,20.548720152486123
804,44.54294350868048
805,35.597227399047654
806,30.760882859638844
807,31.934872054896907
808,17.533246575341654
809,58.4314123149732
810,25.033453189265753
811,36.0651032453688
812,-12.303460612819272
813,24.971996891982723
814,55.13954582935264
815,60.353310738646094
816,28.128148595452643
817,-22.50903874657331
818,44.396706152586404
819,20.04311945983937
820,69.73543938972124
821,33.14993967588099
822,13.10177343482647
823,42.85650970682278
824,33.29695137661388
825,6.850344228774535
826,-16.289491465427204
827,54.28911127012657
828,125.9458098326983
829,75.94048197683979
830,28.743605242722236
831,18.740364907566413
832,-4.3436954109037575
833,13.778408137002792
834,20.774399054635953
835,96.05011934129166
836,40.61381428648558
837,78.51826430513005
838,25.973226383506155
839,66.58019922215783
840,41.84900146532896
841,41.50677913470883
842,-10.42503401376904
843,21.05889619731178
844,38.42231592643486
845,30.423661587075127
846,45.12691070864432
847,80.97762634511395
848,58.19622081321229
849,6.097699032060727
850,53.51016615589456
851,28.61977077114769
852,19.852650895831268
853,52.354503610099016
854,24.809608088598054
855,31.029517069006246
856,25.134561744727424
857,-0.6202020788460519
858,65.68717774188914
859,36.35152688195459
860,20.54364315847134
861,41.02959922058925
862,40.70796799382302
863,55.04751850144251
864,31.656790735352082
865,2.2013348682362706
866,110.1331168615973
867,71.74401996589337
868,40.34004605183388
869,57.23632709567744
870,25.254697892887652
871,84.21892179994155
872,19.89904542955417
873,26.894848356587293
874,10.813308699061237
875,44.744907892319226
876,47.86858779589085
877,58.808067917263045
878,59.72513806938833
879,39.1476149385325
880,21.620020408633923
881,11.59194697146032
882,79.17271266782927
883,8.940571999095202
884,40.52361651010268
885,80.95628275272607
886,30.112526772669536
887,18.158027044836786
888,46.862692596418526
889,85.61711710113026
890,57.040134915307185
891,38.66562080148175
892,20.88948867172933
893,23.651211199904175
894,27.50023872055937
895,69.07787872316827
896,24.87198221794856
897,41.802706860930705
898,44.912980819214035
899,5.692726924746382
900,52.27439310082483
901,57.42315870249852
902,44.95565591118203
903,-15.796851082192834
904,53.13773734839175
905,56.17508597450319
906,37.37969427004812
907,50.07000488402413
908,37.49159913871131
909,12.24456995219112
910,53.198075645750514
911,36.49567947993874
912,63.37784468303729
913,52.33054345769472
914,113.58711786370762
915,60.66532231822627
916,52.211045651991434
917,35.28197115181304
918,41.57315680116496
919,77.42222581710534
920,51.66419004229663
921,39.72752989738362
922,41.42749987278306
923,44.739860881562166
924,51.39153857613918
925,30.864846111705795
926,85.29106833283014
927,41.26855037571057
928,83.92721630917063
929,65.24007617902969
930,102.35724830772105
931,43.29191170363804
932,33.710205957739504
933,16.012428435440803
934,36.660370161052604
935,42.13673107187636
936,19.588785125903843
937,92.69935260981322
938,32.843412102434094
939,89.84404462328095
940,26.334608348123684
941,5.687820542741561
942,48.95934097449144
943,31.18567681346047
944,61.512622358042364
945,24.882841258220733
946,23.38683570171197
947,64.95142732527245
948,28.856592371846222
949,33.30331477816901
950,43.1935655421164
951,27.85801991290332
952,74.66049204646747
953,57.777072355379
954,20.551369130339697
955,33.16366178830373
956,39.56157524116517
957,45.71906622513808
958,49.782812257788414
959,40.62725880944958
960,72.71851572685271
961,27.436151587315116
962,54.12360056529478
963,64.62556896243082
964,-25.472238421033886
965,48.24778001894878
966,50.458252976525436
967,11.517643169297617
968,119.80825159717861
969,42.934934999010856
970,68.46982240909794
971,48.35398458072533
972,89.72075218625388
973,11.397104954570219
974,78.28783849000965
975,68.21222830154558
976,56.448415834696206
977,26.976543186582653
978,47.01712359868345
979,38.12059611350815
980,84.52708564820848
981,71.93569581290524
982,92.48375608261972
983,23.341790529674192
984,50.15844967192802
985,107.37988476597312
986,52.001284324091834
987,34.24000918777091
988,48.02973800873589
989,66.27803812126847
990,18.07920885294587
991,110.4569396188174
992,42.966560504744876
993,87.27802944739432
994,52.38669694460517
995,89.20303847005866
996,60.852423154841745
997,48.56559422354838
998,25.72786978935246
999,42.59072000976439
1000,55.25282318993726
1001,30.02283464831849
1002,46.38507154517079
1003,55.52657648561043
1004,64.13680930452311
1005,89.87170112061848
1006,53.10826049511523
1007,48.38930214223402
1008,48.99449825164078
1009,44.3827500169769
1010,109.06700273773647
1011,123.68751009237272
1012,46.08907652114716
